maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
5,75,6,b,5-75-6-B,vayo vahantu pītaye saha sumnebhir aśvinā mādhvī mama śrutaṁ havam,"Your flying steeds, O Asvins, bring you hitherward, with bliss, to drink. Lovers of sweetness, hear my c",वयो वहन्तु पीतये सह सुम्नेभिरश्विना माध्वी मम श्रुतं हवम्,5-75-6,ā | vām | narā | manaḥ-yujaḥ | aśvāsaḥ | pruṣita-psavaḥ || vayaḥ | vahantu | pītaye | saha | sumnebhiḥ | aśvinā | mādhvī iti | mama | śrutam | havam ||5.75.6||,
5,75,7,a,5-75-7-A,aśvināv eha gacchataṁ nāsatyā mā vi venatam,"O Asvins, hither come to us; Nasatyas, be not disinclined.",अश्विनावेह गच्छतं नासत्या मा वि वेनतम्,5-75-7,aśvinau | ā | iha | gacchatam | nāsatyā | mā | vi | venatam || tiraḥ | cit | arya-yā | pari | vartiḥ | yātam | adābhyā | mādhvī iti | mama | śrutam | havam ||5.75.7||,
5,75,7,b,5-75-7-B,tiraś cid aryayā pari vartir yātam adābhyā mādhvī mama śrutaṁ havam,"Through longing for the pious turn out of the way to reach our home. Lovers of sweetness, bear my call.",तिरश्चिदर्यया परि वर्तिर्यातमदाभ्या माध्वी मम श्रुतं हवम्,5-75-7,aśvinau | ā | iha | gacchatam | nāsatyā | mā | vi | venatam || tiraḥ | cit | arya-yā | pari | vartiḥ | yātam | adābhyā | mādhvī iti | mama | śrutam | havam ||5.75.7||,
5,75,8,a,5-75-8-A,asmin yajñe adābhyā jaritāraṁ śubhas patī,"Ye Lords of Splendour, free from guile, come, stand at this our sacrifice.",अस्मिन्यज्ञे अदाभ्या जरितारं शुभस्पती,5-75-8,asmin | yajñe | adābhyā | jaritāram | śubhaḥ | patī iti || avasyum | aśvinā | yuvam | gr̥ṇantam | upa | bhūṣathaḥ | mādhvī iti | mama | śrutam | havam ||5.75.8||,
5,75,8,b,5-75-8-B,avasyum aśvinā yuvaṁ gṛṇantam upa bhūṣatho mādhvī mama śrutaṁ havam,"Beside the singer, Asvins, who longs for your grace and lauds you both. Lovers of sweetness, hear my cal",अवस्युमश्विना युवं गृणन्तमुप भूषथो माध्वी मम श्रुतं हवम्,5-75-8,asmin | yajñe | adābhyā | jaritāram | śubhaḥ | patī iti || avasyum | aśvinā | yuvam | gr̥ṇantam | upa | bhūṣathaḥ | mādhvī iti | mama | śrutam | havam ||5.75.8||,
5,75,9,a,5-75-9-A,abhūd uṣā ruśatpaśur āgnir adhāyy ṛtviyaḥ,"Dawn with her white herd hath appeared, and in due time hath fire been placed.",अभूदुषा रुशत्पशुराग्निरधाय्यृत्वियः,5-75-9,abhūt | uṣāḥ | ruśat-paśuḥ | ā | agniḥ | adhāyi | r̥tviyaḥ || ayoji | vām | vr̥ṣaṇvasū iti vr̥ṣaṇ-vasū | rathaḥ | dasrau | amartyaḥ | mādhvī iti | mama | śrutam | havam ||5.75.9||,
5,75,9,b,5-75-9-B,ayoji vāṁ vṛṣaṇvasū ratho dasrāv amartyo mādhvī mama śrutaṁ havam,"Harnessed is your immortal car, O WonderWorkers, strong and kind. Lovers of sweetness, bear my call.",अयोजि वां वृषण्वसू रथो दस्रावमर्त्यो माध्वी मम श्रुतं हवम्,5-75-9,abhūt | uṣāḥ | ruśat-paśuḥ | ā | agniḥ | adhāyi | r̥tviyaḥ || ayoji | vām | vr̥ṣaṇvasū iti vr̥ṣaṇ-vasū | rathaḥ | dasrau | amartyaḥ | mādhvī iti | mama | śrutam | havam ||5.75.9||,
5,76,1,a,5-76-1-A,ā bhāty agnir uṣasām anīkam ud viprāṇāṁ devayā vāco asthuḥ,"AGNI, the bright face of the Dawns, is shining; the singers' pious voices have ascended.",आ भात्यग्निरुषसामनीकमुद्विप्राणां देवया वाचो अस्थुः,5-76-1,ā | bhāti | agniḥ | uṣasām | anīkam | ut | viprāṇām | deva-yāḥ | vācaḥ | asthuḥ || arvāñcā | nūnam | rathyā | iha | yātam | pīpi-vāṁsam | aśvinā | gharmam | accha ||5.76.1||,
5,76,1,b,5-76-1-B,arvāñcā nūnaṁ rathyeha yātam pīpivāṁsam aśvinā gharmam accha,"Borne on your chariot, Asvins, turn you hither and come unto our full and rich libation.",अर्वाञ्चा नूनं रथ्येह यातं पीपिवांसमश्विना घर्ममच्छ,5-76-1,ā | bhāti | agniḥ | uṣasām | anīkam | ut | viprāṇām | deva-yāḥ | vācaḥ | asthuḥ || arvāñcā | nūnam | rathyā | iha | yātam | pīpi-vāṁsam | aśvinā | gharmam | accha ||5.76.1||,
5,76,2,a,5-76-2-A,na saṁskṛtam pra mimīto gamiṣṭhānti nūnam aśvinopastuteha,"Most frequent guests, they scorn not what is ready: even now the lauded Asvins are beside us.",न संस्कृतं प्र मिमीतो गमिष्ठान्ति नूनमश्विनोपस्तुतेह,5-76-2,na | saṁskr̥tam | pra | mimītaḥ | gamiṣṭhā | anti | nūnam | aśvinā | upa-stutā | iha || divā | abhi-pitve | avasā | ā-gamiṣṭhā | prati | avartim | dāśuṣe | śam-bhaviṣṭhā ||5.76.2||,
5,76,2,b,5-76-2-B,divābhipitve 'vasāgamiṣṭhā praty avartiṁ dāśuṣe śambhaviṣṭhā,"With promptest aid they come at morn and evening, the worshipper's most blessed guards from trouble.",दिवाभिपित्वेऽवसागमिष्ठा प्रत्यवर्तिं दाशुषे शम्भविष्ठा,5-76-2,na | saṁskr̥tam | pra | mimītaḥ | gamiṣṭhā | anti | nūnam | aśvinā | upa-stutā | iha || divā | abhi-pitve | avasā | ā-gamiṣṭhā | prati | avartim | dāśuṣe | śam-bhaviṣṭhā ||5.76.2||,
5,76,3,a,5-76-3-A,utā yātaṁ saṁgave prātar ahno madhyaṁdina uditā sūryasya,"Yea, come at milking-time, at early morning, at noon of day and when the Sun is setting,",उता यातं संगवे प्रातरह्नो मध्यंदिन उदिता सूर्यस्य,5-76-3,uta | ā | yātam | sam-gave | prātaḥ | ahnaḥ | madhyaṁdine | ut-itā | sūryasya || divā | naktam | avasā | śam-tamena | na | idānīm | pītiḥ | aśvinā | ā | tatāna ||5.76.3||,
5,76,3,b,5-76-3-B,divā naktam avasā śaṁtamena nedānīm pītir aśvinā tatāna,"By day, by night, with favour most auspicious. Not only now the draught hath drawn the Asvins.",दिवा नक्तमवसा शंतमेन नेदानीं पीतिरश्विना ततान,5-76-3,uta | ā | yātam | sam-gave | prātaḥ | ahnaḥ | madhyaṁdine | ut-itā | sūryasya || divā | naktam | avasā | śam-tamena | na | idānīm | pītiḥ | aśvinā | ā | tatāna ||5.76.3||,
5,76,4,a,5-76-4-A,idaṁ hi vām pradivi sthānam oka ime gṛhā aśvinedaṁ duroṇam,"For this place, Asvins, was of old your dwelling, these were your houses, this your habitation.",इदं हि वां प्रदिवि स्थानमोक इमे गृहा अश्विनेदं दुरोणम्,5-76-4,idam | hi | vām | pra-divi | sthānam | okaḥ | ime | gr̥hāḥ | aśvinā | idam | duroṇam || ā | naḥ | divaḥ | br̥hataḥ | parvatāt | ā | at-bhyaḥ | yātam | iṣam | ūrjam | vahantā ||5.76.4||,
5,76,4,b,5-76-4-B,ā no divo bṛhataḥ parvatād ādbhyo yātam iṣam ūrjaṁ vahantā,Come to us from high heaven and from the mountain. Come from the waters bringing food and vigour.,आ नो दिवो बृहतः पर्वतादाद्भ्यो यातमिषमूर्जं वहन्ता,5-76-4,idam | hi | vām | pra-divi | sthānam | okaḥ | ime | gr̥hāḥ | aśvinā | idam | duroṇam || ā | naḥ | divaḥ | br̥hataḥ | parvatāt | ā | at-bhyaḥ | yātam | iṣam | ūrjam | vahantā ||5.76.4||,
5,76,5,a,5-76-5-A,sam aśvinor avasā nūtanena mayobhuvā supraṇītī gamema,"May we obtain the Asvins' newest favour, and gain their health-bestowing happy guidance.",समश्विनोरवसा नूतनेन मयोभुवा सुप्रणीती गमेम,5-76-5,sam | aśvinoḥ | avasā | nūtanena | mayaḥ-bhuvā | su-pranītī | gamema || ā | naḥ | rayim | vahatam | ā | uta | vīrān | ā | viśvāni | amr̥tā | saubhagāni ||5.76.5||,
5,76,5,b,5-76-5-B,ā no rayiṁ vahatam ota vīrān ā viśvāny amṛtā saubhagāni,"Bring riches hither unto us, and heroes, and all felicity and joy, Immortals!",आ नो रयिं वहतमोत वीराना विश्वान्यमृता सौभगानि,5-76-5,sam | aśvinoḥ | avasā | nūtanena | mayaḥ-bhuvā | su-pranītī | gamema || ā | naḥ | rayim | vahatam | ā | uta | vīrān | ā | viśvāni | amr̥tā | saubhagāni ||5.76.5||,
5,77,1,a,5-77-1-A,prātaryāvāṇā prathamā yajadhvam purā gṛdhrād araruṣaḥ pibātaḥ,FIRST worship those who come at early morning: let the Twain drink before the giftless niggard.,प्रातर्यावाणा प्रथमा यजध्वं पुरा गृध्रादररुषः पिबातः,5-77-1,prātaḥ-yāvānā | prathamā | yajadhvam | purā | gr̥dhrāt | araruṣaḥ | pibātaḥ || prātaḥ | hi | yajñam | aśvinā | dadhāte iti | pra | śaṁsanti | kavayaḥ | pūrva-bhājaḥ ||5.77.1||,
5,77,1,b,5-77-1-B,prātar hi yajñam aśvinā dadhāte pra śaṁsanti kavayaḥ pūrvabhājaḥ,The Asvins claim the sacrifice at daybreak: the sages yielding the first share extol them.,प्रातर्हि यज्ञमश्विना दधाते प्र शंसन्ति कवयः पूर्वभाजः,5-77-1,prātaḥ-yāvānā | prathamā | yajadhvam | purā | gr̥dhrāt | araruṣaḥ | pibātaḥ || prātaḥ | hi | yajñam | aśvinā | dadhāte iti | pra | śaṁsanti | kavayaḥ | pūrva-bhājaḥ ||5.77.1||,
5,77,2,a,5-77-2-A,prātar yajadhvam aśvinā hinota na sāyam asti devayā ajuṣṭam,Worship at dawn and instigate the Asvins:nor is the worshipper at eve rejected.,प्रातर्यजध्वमश्विना हिनोत न सायमस्ति देवया अजुष्टम्,5-77-2,prātaḥ | yajadhvam | aśvinā | hinota | na | sāyam | asti | deva-yāḥ | ajuṣṭam || uta | anyaḥ | asmat | yajate | vi | ca | āvaḥ | pūrvaḥ-pūrvaḥ | yajamānaḥ | vanīyān ||5.77.2||,
5,77,2,b,5-77-2-B,utānyo asmad yajate vi cāvaḥ pūrvaḥ-pūrvo yajamāno vanīyān,Besides ourselves another craves and worships: each first in worship is most highly favoured.,उतान्यो अस्मद्यजते वि चावः पूर्वःपूर्वो यजमानो वनीयान्,5-77-2,prātaḥ | yajadhvam | aśvinā | hinota | na | sāyam | asti | deva-yāḥ | ajuṣṭam || uta | anyaḥ | asmat | yajate | vi | ca | āvaḥ | pūrvaḥ-pūrvaḥ | yajamānaḥ | vanīyān ||5.77.2||,
5,77,3,a,5-77-3-A,hiraṇyatvaṅ madhuvarṇo ghṛtasnuḥ pṛkṣo vahann ā ratho vartate vām,"Covered with gold, meath-tinted, dropping fatness, your chariot with its freight of food comes hither,",हिरण्यत्वङ्मधुवर्णो घृतस्नुः पृक्षो वहन्ना रथो वर्तते वाम्,5-77-3,hiraṇya-tvak | madhu-varṇaḥ | ghr̥ta-snuḥ | pr̥kṣaḥ | vahan | ā | rathaḥ | vartate | vām || manaḥ-javāḥ | aśvinā | vāta-raṁhāḥ | yena | ati-yāthaḥ | duḥ-itāni | viśvā ||5.77.3||,
5,77,3,b,5-77-3-B,manojavā aśvinā vātaraṁhā yenātiyātho duritāni viśvā,"Swift as thought, Asvins, rapid as the tempest, wherewith ye travel over all obstructions.",मनोजवा अश्विना वातरंहा येनातियाथो दुरितानि विश्वा,5-77-3,hiraṇya-tvak | madhu-varṇaḥ | ghr̥ta-snuḥ | pr̥kṣaḥ | vahan | ā | rathaḥ | vartate | vām || manaḥ-javāḥ | aśvinā | vāta-raṁhāḥ | yena | ati-yāthaḥ | duḥ-itāni | viśvā ||5.77.3||,
5,77,4,a,5-77-4-A,yo bhūyiṣṭhaṁ nāsatyābhyāṁ viveṣa caniṣṭham pitvo rarate vibhāge,"He who hath served most often the Nasatyas, and gives the sweetest food at distribution,",यो भूयिष्ठं नासत्याभ्यां विवेष चनिष्ठं पित्वो ररते विभागे,5-77-4,yaḥ | bhūyiṣṭham | nāsatyābhyām | viveṣa | caniṣṭham | pitvaḥ | rarate | vi-bhāge || saḥ | tokam | asya | pīparat | śamībhiḥ | anūrdhva-bhāsaḥ | sadam | it | tuturyāt ||5.77.4||,
5,77,4,b,5-77-4-B,sa tokam asya pīparac chamībhir anūrdhvabhāsaḥ sadam it tuturyāt,"Furthers with his own holy works his offspring, and ever passes those whose flames ascend not.",स तोकमस्य पीपरच्छमीभिरनूर्ध्वभासः सदमित्तुतुर्यात्,5-77-4,yaḥ | bhūyiṣṭham | nāsatyābhyām | viveṣa | caniṣṭham | pitvaḥ | rarate | vi-bhāge || saḥ | tokam | asya | pīparat | śamībhiḥ | anūrdhva-bhāsaḥ | sadam | it | tuturyāt ||5.77.4||,
5,77,5,a,5-77-5-A,sam aśvinor avasā nūtanena mayobhuvā supraṇītī gamema,"May we obtain the Asvins' newest favour, and gain their health-bestowing happy ildance.",समश्विनोरवसा नूतनेन मयोभुवा सुप्रणीती गमेम,5-77-5,sam | aśvinoḥ | avasā | nūtanena | mayaḥ-bhuvā | su-pranītī | gamema || ā | naḥ | rayim | vahatam | ā | uta | vīrān | ā | viśvāni | amr̥tā | saubhagāni ||5.77.5||,
5,77,5,b,5-77-5-B,ā no rayiṁ vahatam ota vīrān ā viśvāny amṛtā saubhagāni,"Bring riches hither unto us, and heroes, and all felicity and joy, Immortals!",आ नो रयिं वहतमोत वीराना विश्वान्यमृता सौभगानि,5-77-5,sam | aśvinoḥ | avasā | nūtanena | mayaḥ-bhuvā | su-pranītī | gamema || ā | naḥ | rayim | vahatam | ā | uta | vīrān | ā | viśvāni | amr̥tā | saubhagāni ||5.77.5||,
5,78,1,a,5-78-1-A,aśvināv eha gacchataṁ nāsatyā mā vi venatam,"YE Asvins, hither come to us: Nasatyas, be not disinclined.",अश्विनावेह गच्छतं नासत्या मा वि वेनतम्,5-78-1,aśvinau | ā | iha | gacchatam | nāsatyā | mā | vi | venatam || haṁsau-iva | patatam | ā | sutān | upa ||5.78.1||,
5,78,1,b,5-78-1-B,haṁsāv iva patatam ā sutām̐ upa,Fly hither like two swans unto the juice we shed.,हंसाविव पततमा सुताँ उप,5-78-1,aśvinau | ā | iha | gacchatam | nāsatyā | mā | vi | venatam || haṁsau-iva | patatam | ā | sutān | upa ||5.78.1||,
5,78,2,a,5-78-2-A,aśvinā hariṇāv iva gaurāv ivānu yavasam,"O Asvins, like a pair of deer, like two wild cattle to the mead:",अश्विना हरिणाविव गौराविवानु यवसम्,5-78-2,aśvinā | hariṇau-iva | gaurau-iva | anu | yavasam || haṁsau-iva | patatam | ā | sutān | upa ||5.78.2||,
5,78,2,b,5-78-2-B,haṁsāv iva patatam ā sutām̐ upa,Fly hither like two swans unto the juice we shed.,हंसाविव पततमा सुताँ उप,5-78-2,aśvinā | hariṇau-iva | gaurau-iva | anu | yavasam || haṁsau-iva | patatam | ā | sutān | upa ||5.78.2||,
5,78,3,a,5-78-3-A,aśvinā vājinīvasū juṣethāṁ yajñam iṣṭaye,"O Asvins rich in gifts, accept our sacrifice to prosper it:",अश्विना वाजिनीवसू जुषेथां यज्ञमिष्टये,5-78-3,aśvinā | vājinīvasū iti vājinī-vasū | juṣethām | yajñam | iṣṭaye || haṁsau-iva | patatam | ā | sutān | upa ||5.78.3||,
5,78,3,b,5-78-3-B,haṁsāv iva patatam ā sutām̐ upa,Fly hither like two swans unto the juice we shed.,हंसाविव पततमा सुताँ उप,5-78-3,aśvinā | vājinīvasū iti vājinī-vasū | juṣethām | yajñam | iṣṭaye || haṁsau-iva | patatam | ā | sutān | upa ||5.78.3||,
5,78,4,a,5-78-4-A,atrir yad vām avarohann ṛbīsam ajohavīn nādhamāneva yoṣā,As Atri when descending to the cavem called on you loudly like a wailing woman.,अत्रिर्यद्वामवरोहन्नृबीसमजोहवीन्नाधमानेव योषा,5-78-4,atriḥ | yat | vām | ava-rohan | r̥bīsam | ajohavīt | nādhamānā-iva | yoṣā || śyenasya | cit | javasā | nūtanena | ā | agacchatam | aśvinā | śam-tamena ||5.78.4||,
5,78,4,b,5-78-4-B,śyenasya cij javasā nūtanenāgacchatam aśvinā śaṁtamena,"Ye came to him, O Asvins, with the freshest and most auspicious fleetness of a falcon.",श्येनस्य चिज्जवसा नूतनेनागच्छतमश्विना शंतमेन,5-78-4,atriḥ | yat | vām | ava-rohan | r̥bīsam | ajohavīt | nādhamānā-iva | yoṣā || śyenasya | cit | javasā | nūtanena | ā | agacchatam | aśvinā | śam-tamena ||5.78.4||,
5,78,5,a,5-78-5-A,vi jihīṣva vanaspate yoniḥ sūṣyantyā iva,"Tree, part asunder like the side of her who bringeth forth a child.",वि जिहीष्व वनस्पते योनिः सूष्यन्त्या इव,5-78-5,vi | jihīṣva | vanaspate | yoniḥ | sūṣyantyāḥ-iva || śrutam | me | aśvinā | havam | sapta-vadhrim | ca | muñcatam ||5.78.5||,
5,78,5,b,5-78-5-B,śrutam me aśvinā havaṁ saptavadhriṁ ca muñcatam,"Ye Asvins, listen to my call: loose Saptavadhri from his bonds.",श्रुतं मे अश्विना हवं सप्तवध्रिं च मुञ्चतम्,5-78-5,vi | jihīṣva | vanaspate | yoniḥ | sūṣyantyāḥ-iva || śrutam | me | aśvinā | havam | sapta-vadhrim | ca | muñcatam ||5.78.5||,
5,78,6,a,5-78-6-A,bhītāya nādhamānāya ṛṣaye saptavadhraye,"For Saptavadhri, for the seer affrighted when he wept and wafled,",भीताय नाधमानाय ऋषये सप्तवध्रये,5-78-6,bhītāya | nādhamānāya | r̥ṣaye | sapta-vadhraye || māyābhiḥ | aśvinā | yuvam | vr̥kṣam | sam | ca | vi | ca | acathaḥ ||5.78.6||,
5,78,6,b,5-78-6-B,māyābhir aśvinā yuvaṁ vṛkṣaṁ saṁ ca vi cācathaḥ,"Ye, Asvins, with your magic powers rent up the tree and shattered it.",मायाभिरश्विना युवं वृक्षं सं च वि चाचथः,5-78-6,bhītāya | nādhamānāya | r̥ṣaye | sapta-vadhraye || māyābhiḥ | aśvinā | yuvam | vr̥kṣam | sam | ca | vi | ca | acathaḥ ||5.78.6||,
5,78,7,a,5-78-7-A,yathā vātaḥ puṣkariṇīṁ samiṅgayati sarvataḥ,"Like as the wind on every side ruffles a pool of lotuses,",यथा वातः पुष्करिणीं समिङ्गयति सर्वतः,5-78-7,yathā | vātaḥ | puṣkariṇīm | sam-iṅgayati | sarvataḥ || eva | te | garbhaḥ | ejatu | niḥ-aitu | daśa-māsyaḥ ||5.78.7||,
5,78,7,b,5-78-7-B,evā te garbha ejatu niraitu daśamāsyaḥ,"So stir in thee the babe unborn, so may the ten-month babe descend.",एवा ते गर्भ एजतु निरैतु दशमास्यः,5-78-7,yathā | vātaḥ | puṣkariṇīm | sam-iṅgayati | sarvataḥ || eva | te | garbhaḥ | ejatu | niḥ-aitu | daśa-māsyaḥ ||5.78.7||,
5,78,8,a,5-78-8-A,yathā vāto yathā vanaṁ yathā samudra ejati,"Like as the wind, like as the wood, like as the sea is set astir,",यथा वातो यथा वनं यथा समुद्र एजति,5-78-8,yathā | vātaḥ | yathā | vanam | yathā | samudraḥ | ejati || eva | tvam | daśa-māsya | saha | ava | ihi | jarāyuṇā ||5.78.8||,
5,78,8,b,5-78-8-B,evā tvaṁ daśamāsya sahāvehi jarāyuṇā,"So also, ten-month babe, descend together with the after-birth.",एवा त्वं दशमास्य सहावेहि जरायुणा,5-78-8,yathā | vātaḥ | yathā | vanam | yathā | samudraḥ | ejati || eva | tvam | daśa-māsya | saha | ava | ihi | jarāyuṇā ||5.78.8||,
5,78,9,a,5-78-9-A,daśa māsāñ chaśayānaḥ kumāro adhi mātari,"The child who hath for ten months' time been lying in his mother's side,-",दश मासाञ्छशयानः कुमारो अधि मातरि,5-78-9,daśa | māsān | śaśayānaḥ | kumāraḥ | adhi | mātari || niḥ-aitu | jīvaḥ | akṣataḥ | jīvaḥ | jīvantyāḥ | adhi ||5.78.9||,
5,78,9,b,5-78-9-B,niraitu jīvo akṣato jīvo jīvantyā adhi,"May he come forth alive, unharmed, yea, livingfrorn the living dame.",निरैतु जीवो अक्षतो जीवो जीवन्त्या अधि,5-78-9,daśa | māsān | śaśayānaḥ | kumāraḥ | adhi | mātari || niḥ-aitu | jīvaḥ | akṣataḥ | jīvaḥ | jīvantyāḥ | adhi ||5.78.9||,
5,79,1,a,5-79-1-A,mahe no adya bodhayoṣo rāye divitmatī,"O HEAVENLY Dawn, awaken us to ample opulence to-day",महे नो अद्य बोधयोषो राये दिवित्मती,5-79-1,mahe | naḥ | adya | bodhaya | uṣaḥ | rāye | divitmatī || yathā | cit | naḥ | abodhayaḥ | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.1||,
5,79,1,b,5-79-1-B,yathā cin no abodhayaḥ satyaśravasi vāyye sujāte aśvasūnṛte,"Even as thou hast wakened us with Satyasravas, Vayya's son, high-born! delightful with thy steeds!",यथा चिन्नो अबोधयः सत्यश्रवसि वाय्ये सुजाते अश्वसूनृते,5-79-1,mahe | naḥ | adya | bodhaya | uṣaḥ | rāye | divitmatī || yathā | cit | naḥ | abodhayaḥ | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.1||,
5,79,2,a,5-79-2-A,yā sunīthe śaucadrathe vy auccho duhitar divaḥ,"Daughter of Heaven, thou dawnedst on Sunitha Sucadratha's son,",या सुनीथे शौचद्रथे व्यौच्छो दुहितर्दिवः,5-79-2,yā | su-nīthe | śaucat-rathe | vi | aucchaḥ | duhitaḥ | divaḥ || sā | vi | uccha | sahīyasi | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.2||,
5,79,2,b,5-79-2-B,sā vy uccha sahīyasi satyaśravasi vāyye sujāte aśvasūnṛte,"So dawn thou on one mightier still, on Satyasravas, Vayya's son, high-born! delightful with thy steeds!",सा व्युच्छ सहीयसि सत्यश्रवसि वाय्ये सुजाते अश्वसूनृते,5-79-2,yā | su-nīthe | śaucat-rathe | vi | aucchaḥ | duhitaḥ | divaḥ || sā | vi | uccha | sahīyasi | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.2||,
5,79,3,a,5-79-3-A,sā no adyābharadvasur vy ucchā duhitar divaḥ,"So, bringing treasure, dawn to-day on us thou Daughter of the Sky,",सा नो अद्याभरद्वसुर्व्युच्छा दुहितर्दिवः,5-79-3,sā | naḥ | adya | ābharat-vasuḥ | vi | uccha | duhitaḥ | divaḥ || yo iti | vi | aucchaḥ | sahīyasi | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.3||,
5,79,3,b,5-79-3-B,yo vy aucchaḥ sahīyasi satyaśravasi vāyye sujāte aśvasūnṛte,"As thou, O mightier yet. didst shine for Satyatravas, Vayya's son, high-born! delightful with thy steeds",यो व्यौच्छः सहीयसि सत्यश्रवसि वाय्ये सुजाते अश्वसूनृते,5-79-3,sā | naḥ | adya | ābharat-vasuḥ | vi | uccha | duhitaḥ | divaḥ || yo iti | vi | aucchaḥ | sahīyasi | satya-śravasi | vāyye | su-jāte | aśva-sūnr̥te ||5.79.3||,
5,79,4,a,5-79-4-A,abhi ye tvā vibhāvari stomair gṛṇanti vahnayaḥ,"Here round about thee are the priests who laud thee, Bright One, with their hymns,",अभि ये त्वा विभावरि स्तोमैर्गृणन्ति वह्नयः,5-79-4,abhi | ye | tvā | vibhā-vari | stomaiḥ | gr̥ṇanti | vahnayaḥ || maghaiḥ | maghoni | su-śriyaḥ | dāman-vantaḥ | su-rātayaḥ | su-jāte | aśva-sūnr̥te ||5.79.4||,
5,79,4,b,5-79-4-B,maghair maghoni suśriyo dāmanvantaḥ surātayaḥ sujāte aśvasūnṛte,"And men with gifts, O Bounteous Dame, splendid with wealth and offering much, high-born! delightful wit",मघैर्मघोनि सुश्रियो दामन्वन्तः सुरातयः सुजाते अश्वसूनृते,5-79-4,abhi | ye | tvā | vibhā-vari | stomaiḥ | gr̥ṇanti | vahnayaḥ || maghaiḥ | maghoni | su-śriyaḥ | dāman-vantaḥ | su-rātayaḥ | su-jāte | aśva-sūnr̥te ||5.79.4||,
5,79,5,a,5-79-5-A,yac cid dhi te gaṇā ime chadayanti maghattaye,"Whatever these thy bands perform to please thee or to win them wealth,",यच्चिद्धि ते गणा इमे छदयन्ति मघत्तये,5-79-5,yat | cit | hi | te | gaṇāḥ | ime | chadayanti | maghattaye || pari | cit | vaṣṭayaḥ | dadhuḥ | dadataḥ | rādhaḥ | ahrayam | su-jāte | aśva-sūnr̥te ||5.79.5||,
5,79,5,b,5-79-5-B,pari cid vaṣṭayo dadhur dadato rādho ahrayaṁ sujāte aśvasūnṛte,"E'en fain they gird us round and give rich gifts which ne'er are reft away, high-born! delightful with",परि चिद्वष्टयो दधुर्ददतो राधो अह्रयं सुजाते अश्वसूनृते,5-79-5,yat | cit | hi | te | gaṇāḥ | ime | chadayanti | maghattaye || pari | cit | vaṣṭayaḥ | dadhuḥ | dadataḥ | rādhaḥ | ahrayam | su-jāte | aśva-sūnr̥te ||5.79.5||,
5,79,6,a,5-79-6-A,aiṣu dhā vīravad yaśa uṣo maghoni sūriṣu,"Give to these wealthy patrons fame, O affluent Dawn, with hero sons,",ऐषु धा वीरवद्यश उषो मघोनि सूरिषु,5-79-6,ā | eṣu | dhāḥ | vīra-vat | yaśaḥ | uṣaḥ | maghoni | sūriṣu || ye | naḥ | rādhāṁsi | ahrayā | magha-vānaḥ | arāsata | su-jāte | aśva-sūnr̥te ||5.79.6||,
5,79,6,b,5-79-6-B,ye no rādhāṁsy ahrayā maghavāno arāsata sujāte aśvasūnṛte,"To these our princes who have brought rich gifts ne'er to be reft away, highborn! delightful with thy s",ये नो राधांस्यह्रया मघवानो अरासत सुजाते अश्वसूनृते,5-79-6,ā | eṣu | dhāḥ | vīra-vat | yaśaḥ | uṣaḥ | maghoni | sūriṣu || ye | naḥ | rādhāṁsi | ahrayā | magha-vānaḥ | arāsata | su-jāte | aśva-sūnr̥te ||5.79.6||,
5,79,7,a,5-79-7-A,tebhyo dyumnam bṛhad yaśa uṣo maghony ā vaha,"Bring lofty and resplendent fame, O thou munificent Dawn, to these",तेभ्यो द्युम्नं बृहद्यश उषो मघोन्या वह,5-79-7,tebhyaḥ | dyumnam | br̥hat | yaśaḥ | uṣaḥ | maghoni | ā | vaha || ye | naḥ | rādhāṁsi | aśvyā | gavyā | bhajanta | sūrayaḥ | su-jāte | aśva-sūnr̥te ||5.79.7||,
5,79,7,b,5-79-7-B,ye no rādhāṁsy aśvyā gavyā bhajanta sūrayaḥ sujāte aśvasūnṛte,"Our wealthy patrons who bestow rich gifts on us of steeds and kine, high-born! delightful with thy steed",ये नो राधांस्यश्व्या गव्या भजन्त सूरयः सुजाते अश्वसूनृते,5-79-7,tebhyaḥ | dyumnam | br̥hat | yaśaḥ | uṣaḥ | maghoni | ā | vaha || ye | naḥ | rādhāṁsi | aśvyā | gavyā | bhajanta | sūrayaḥ | su-jāte | aśva-sūnr̥te ||5.79.7||,
5,79,8,a,5-79-8-A,uta no gomatīr iṣa ā vahā duhitar divaḥ,"Bring us, O Daughter of the Sky, subsistence in our herds of kine,",उत नो गोमतीरिष आ वहा दुहितर्दिवः,5-79-8,uta | naḥ | go-matīḥ | iṣaḥ | ā | vaha | duhitaḥ | divaḥ || sākam | sūryasya | raśmi-bhiḥ | śukraiḥ | śocat-bhiḥ | arci-bhiḥ | su-jāte | aśva-sūnr̥te ||5.79.8||,
