maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
7,100,2,a,7-100-2-A,tvaṁ viṣṇo sumatiṁ viśvajanyām aprayutām evayāvo matiṁ dāḥ,"Thou, Visnu, constant in thy courses, gavest good-will to all men, and a hymn that lasteth,",त्वं विष्णो सुमतिं विश्वजन्यामप्रयुतामेवयावो मतिं दाः,7-100-2,tvam | viṣṇo iti | su-matim | viśva-janyām | apra-yutām | eva-yāvaḥ | matim | dāḥ || parcaḥ | yathā | naḥ | suvitasya | bhūreḥ | aśva-vataḥ | puru-candrasya | rāyaḥ ||7.100.2||,
7,100,2,b,7-100-2-B,parco yathā naḥ suvitasya bhūrer aśvāvataḥ puruścandrasya rāyaḥ,That thou mightst move us to abundant comfort of very splendid wealth with store of horses.,पर्चो यथा नः सुवितस्य भूरेरश्वावतः पुरुश्चन्द्रस्य रायः ,7-100-2,tvam | viṣṇo iti | su-matim | viśva-janyām | apra-yutām | eva-yāvaḥ | matim | dāḥ || parcaḥ | yathā | naḥ | suvitasya | bhūreḥ | aśva-vataḥ | puru-candrasya | rāyaḥ ||7.100.2||,
7,100,3,a,7-100-3-A,trir devaḥ pṛthivīm eṣa etāṁ vi cakrame śatarcasam mahitvā,Three times strode forth this God in all his grandeur over this earth bright with a hundred splendours.,त्रिर्देवः पृथिवीमेष एतां वि चक्रमे शतर्चसं महित्वा,7-100-3,triḥ | devaḥ | pr̥thivīm | eṣaḥ | etām | vi | cakrame | śata-arcasam | mahi-tvā || pra | viṣṇuḥ | astu | tavasaḥ | tavīyān | tveṣam | hi | asya | sthavirasya | nāma ||7.100.3||,
7,100,3,b,7-100-3-B,pra viṣṇur astu tavasas tavīyān tveṣaṁ hy asya sthavirasya nāma,"Foremost be Visnu, stronger than the strongest: for glorious is his name who lives for ever.",प्र विष्णुरस्तु तवसस्तवीयान्त्वेषं ह्यस्य स्थविरस्य नाम ,7-100-3,triḥ | devaḥ | pr̥thivīm | eṣaḥ | etām | vi | cakrame | śata-arcasam | mahi-tvā || pra | viṣṇuḥ | astu | tavasaḥ | tavīyān | tveṣam | hi | asya | sthavirasya | nāma ||7.100.3||,
7,100,4,a,7-100-4-A,vi cakrame pṛthivīm eṣa etāṁ kṣetrāya viṣṇur manuṣe daśasyan,"Over this earth with mighty step strode Visnu, ready to give it for a home to Manu.",वि चक्रमे पृथिवीमेष एतां क्षेत्राय विष्णुर्मनुषे दशस्यन्,7-100-4,vi | cakrame | pr̥thivīm | eṣaḥ | etām | kṣetrāya | viṣṇuḥ | manuṣe | daśasyan || dhruvāsaḥ | asya | kīrayaḥ | janāsaḥ | uru-kṣitim | su-janimā | cakāra ||7.100.4||,
7,100,4,b,7-100-4-B,dhruvāso asya kīrayo janāsa urukṣitiṁ sujanimā cakāra,"In him the humble people trust for safety: he, nobly born, hath made them spacious dwellings.",ध्रुवासो अस्य कीरयो जनास उरुक्षितिं सुजनिमा चकार ,7-100-4,vi | cakrame | pr̥thivīm | eṣaḥ | etām | kṣetrāya | viṣṇuḥ | manuṣe | daśasyan || dhruvāsaḥ | asya | kīrayaḥ | janāsaḥ | uru-kṣitim | su-janimā | cakāra ||7.100.4||,
7,100,5,a,7-100-5-A,pra tat te adya śipiviṣṭa nāmāryaḥ śaṁsāmi vayunāni vidvān,"To-day I laud this name, O gipivista, I, skilled in rules, the name of thee the Noble.",प्र तत्ते अद्य शिपिविष्ट नामार्यः शंसामि वयुनानि विद्वान्,7-100-5,pra | tat | te | adya | śipi-viṣṭa | nāma | aryaḥ | śaṁsāmi | vayunāni | vidvān || tam | tvā | gr̥ṇāmi | tavasam | atavyān | kṣayantam | asya | rajasaḥ | parāke ||7.100.5||,
7,100,5,b,7-100-5-B,taṁ tvā gṛṇāmi tavasam atavyān kṣayantam asya rajasaḥ parāke,"Yea, I the poor and weak praise thee the Mighty who dwellest in the realm beyond this region.",तं त्वा गृणामि तवसमतव्यान्क्षयन्तमस्य रजसः पराके ,7-100-5,pra | tat | te | adya | śipi-viṣṭa | nāma | aryaḥ | śaṁsāmi | vayunāni | vidvān || tam | tvā | gr̥ṇāmi | tavasam | atavyān | kṣayantam | asya | rajasaḥ | parāke ||7.100.5||,
7,100,6,a,7-100-6-A,kim it te viṣṇo paricakṣyam bhūt pra yad vavakṣe śipiviṣṭo asmi,"What was there to be blamed in thee, O Visnu, when thou declaredst, I am Sipivista?",किमित्ते विष्णो परिचक्ष्यं भूत्प्र यद्ववक्षे शिपिविष्टो अस्मि,7-100-6,kim | it | te | viṣṇo iti | pari-cakṣyam | bhūt | pra | yat | vavakṣe | śipi-viṣṭaḥ | asmi || mā | varpaḥ | asmat | apa | gūhaḥ | etat | yat | anya-rūpaḥ | sam-ithe | babhūtha ||7.100.6||,
7,100,6,b,7-100-6-B,mā varpo asmad apa gūha etad yad anyarūpaḥ samithe babhūtha,"Hide not this form from us, nor keep it secret, since thou didst wear another shape in battle.",मा वर्पो अस्मदप गूह एतद्यदन्यरूपः समिथे बभूथ ,7-100-6,kim | it | te | viṣṇo iti | pari-cakṣyam | bhūt | pra | yat | vavakṣe | śipi-viṣṭaḥ | asmi || mā | varpaḥ | asmat | apa | gūhaḥ | etat | yat | anya-rūpaḥ | sam-ithe | babhūtha ||7.100.6||,
7,100,7,a,7-100-7-A,vaṣaṭ te viṣṇav āsa ā kṛṇomi tan me juṣasva śipiviṣṭa havyam,"O Visnu, unto thee my lips cry Vasat! Let this mine offering, Sipivista, please thee.",वषट् ते विष्णवास आ कृणोमि तन्मे जुषस्व शिपिविष्ट हव्यम्,7-100-7,vaṣaṭ | te | viṣṇo iti | āsaḥ | ā | kr̥ṇomi | tat | me | juṣasva | śipi-viṣṭa | havyam || vardhantu | tvā | su-stutayaḥ | giraḥ | me | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.100.7||,
7,100,7,b,7-100-7-B,vardhantu tvā suṣṭutayo giro me yūyam pāta svastibhiḥ sadā naḥ,"May these my songs of eulogy exalt thee. Preserve us evermore, ye Gods, with blessings.",वर्धन्तु त्वा सुष्टुतयो गिरो मे यूयं पात स्वस्तिभिः सदा नः ,7-100-7,vaṣaṭ | te | viṣṇo iti | āsaḥ | ā | kr̥ṇomi | tat | me | juṣasva | śipi-viṣṭa | havyam || vardhantu | tvā | su-stutayaḥ | giraḥ | me | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.100.7||,
7,101,1,a,7-101-1-A,tisro vācaḥ pra vada jyotiragrā yā etad duhre madhudogham ūdhaḥ,"SPEAK forth three words, the words which light precedeth, which milk this udder that produceth nectar.",तिस्रो वाचः प्र वद ज्योतिरग्रा या एतद्दुह्रे मधुदोघमूधः,7-101-1,tisraḥ | vācaḥ | pra | vada | jyotiḥ-agrāḥ | yāḥ | etat | duhre | madhu-dogham | ūdhaḥ || saḥ | vatsam | kr̥ṇvan | garbham | oṣadhīnām | sadyaḥ | jātaḥ | vr̥ṣabhaḥ | roravīti ||7.101.1||,
7,101,1,b,7-101-1-B,sa vatsaṁ kṛṇvan garbham oṣadhīnāṁ sadyo jāto vṛṣabho roravīti,"Quickly made manifest, the Bull hath bellowed, engendering the germ of plants, the Infant.",स वत्सं कृण्वन्गर्भमोषधीनां सद्यो जातो वृषभो रोरवीति ,7-101-1,tisraḥ | vācaḥ | pra | vada | jyotiḥ-agrāḥ | yāḥ | etat | duhre | madhu-dogham | ūdhaḥ || saḥ | vatsam | kr̥ṇvan | garbham | oṣadhīnām | sadyaḥ | jātaḥ | vr̥ṣabhaḥ | roravīti ||7.101.1||,
7,101,2,a,7-101-2-A,yo vardhana oṣadhīnāṁ yo apāṁ yo viśvasya jagato deva īśe,"Giver of growth to plants, the God who ruleth over the waters and all moving creatures,",यो वर्धन ओषधीनां यो अपां यो विश्वस्य जगतो देव ईशे,7-101-2,yaḥ | vardhanaḥ | oṣadhīnām | yaḥ | apām | yaḥ | viśvasya | jagataḥ | devaḥ | īśe || saḥ | tri-dhātu | śaraṇam | śarma | yaṁsat | tri-vartu | jyotiḥ | su-abhiṣṭi | asme iti ||7.101.2||,
7,101,2,b,7-101-2-B,sa tridhātu śaraṇaṁ śarma yaṁsat trivartu jyotiḥ svabhiṣṭy asme,"Vouchsafe us triple shelter for our refuge, and threefold light to succour and befriend us.",स त्रिधातु शरणं शर्म यंसत्त्रिवर्तु ज्योतिः स्वभिष्ट्यस्मे ,7-101-2,yaḥ | vardhanaḥ | oṣadhīnām | yaḥ | apām | yaḥ | viśvasya | jagataḥ | devaḥ | īśe || saḥ | tri-dhātu | śaraṇam | śarma | yaṁsat | tri-vartu | jyotiḥ | su-abhiṣṭi | asme iti ||7.101.2||,
7,101,3,a,7-101-3-A,starīr u tvad bhavati sūta u tvad yathāvaśaṁ tanvaṁ cakra eṣaḥ,"Now he is sterile, now begetteth offspring, even as he willeth doth he change his figure.",स्तरीरु त्वद्भवति सूत उ त्वद्यथावशं तन्वं चक्र एषः,7-101-3,starīḥ | ūm̐ iti | tvat | bhavati | sūte | ūm̐ iti | tvat | yathā-vaśam | tanvam | cakre | eṣaḥ || pituḥ | payaḥ | prati | gr̥bhṇāti | mātā | tena | pitā | vardhate | tena | putraḥ ||7.101.3||,
7,101,3,b,7-101-3-B,pituḥ payaḥ prati gṛbhṇāti mātā tena pitā vardhate tena putraḥ,"The Father's genial flow bedews the Mother; therewith the Sire, therewith the son is nourished.",पितुः पयः प्रति गृभ्णाति माता तेन पिता वर्धते तेन पुत्रः ,7-101-3,starīḥ | ūm̐ iti | tvat | bhavati | sūte | ūm̐ iti | tvat | yathā-vaśam | tanvam | cakre | eṣaḥ || pituḥ | payaḥ | prati | gr̥bhṇāti | mātā | tena | pitā | vardhate | tena | putraḥ ||7.101.3||,
7,101,4,a,7-101-4-A,yasmin viśvāni bhuvanāni tasthus tisro dyāvas tredhā sasrur āpaḥ,"In him all living creatures have their being, and the three heavens with triplyflowing waters.",यस्मिन्विश्वानि भुवनानि तस्थुस्तिस्रो द्यावस्त्रेधा सस्रुरापः,7-101-4,yasmin | viśvāni | bhuvanāni | tasthuḥ | tisraḥ | dyāvaḥ | tredhā | sasruḥ | āpaḥ || trayaḥ | kośāsaḥ | upa-secanāsaḥ | madhvaḥ | ścotanti | abhitaḥ | vi-rapśam ||7.101.4||,
7,101,4,b,7-101-4-B,trayaḥ kośāsa upasecanāso madhvaḥ ścotanty abhito virapśam,Three reservoirs that sprinkle down their treasure shed their sweet streams around him with a murmur.,त्रयः कोशास उपसेचनासो मध्वः श्चोतन्त्यभितो विरप्शम् ,7-101-4,yasmin | viśvāni | bhuvanāni | tasthuḥ | tisraḥ | dyāvaḥ | tredhā | sasruḥ | āpaḥ || trayaḥ | kośāsaḥ | upa-secanāsaḥ | madhvaḥ | ścotanti | abhitaḥ | vi-rapśam ||7.101.4||,
7,101,5,a,7-101-5-A,idaṁ vacaḥ parjanyāya svarāje hṛdo astv antaraṁ taj jujoṣat,May this my song to Sovran Lord Parjanya come near unto his heart and give him pleasure.,इदं वचः पर्जन्याय स्वराजे हृदो अस्त्वन्तरं तज्जुजोषत्,7-101-5,idam | vacaḥ | parjanyāya | sva-rāje | hr̥daḥ | astu | antaram | tat | jujoṣat || mayaḥ-bhuvaḥ | vr̥ṣṭayaḥ | santu | asme iti | su-pippalāḥ | oṣadhīḥ | deva-gopāḥ ||7.101.5||,
7,101,5,b,7-101-5-B,mayobhuvo vṛṣṭayaḥ santv asme supippalā oṣadhīr devagopāḥ,"May we obtain the showers that bring enjoyment, and God-protected plants with goodly fruitage.",मयोभुवो वृष्टयः सन्त्वस्मे सुपिप्पला ओषधीर्देवगोपाः ,7-101-5,idam | vacaḥ | parjanyāya | sva-rāje | hr̥daḥ | astu | antaram | tat | jujoṣat || mayaḥ-bhuvaḥ | vr̥ṣṭayaḥ | santu | asme iti | su-pippalāḥ | oṣadhīḥ | deva-gopāḥ ||7.101.5||,
7,101,6,a,7-101-6-A,sa retodhā vṛṣabhaḥ śaśvatīnāṁ tasminn ātmā jagatas tasthuṣaś ca,"He is the Bull of all, and their impregner lie holds the life of all things fixed and moving.",स रेतोधा वृषभः शश्वतीनां तस्मिन्नात्मा जगतस्तस्थुषश्च,7-101-6,saḥ | retaḥ-dhāḥ | vr̥ṣabhaḥ | śaśvatīnām | tasmin | ātmā | jagataḥ | tusthuṣaḥ | ca || tat | mā | r̥tam | pātu | śata-śāradāya | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.101.6||,
7,101,6,b,7-101-6-B,tan ma ṛtam pātu śataśāradāya yūyam pāta svastibhiḥ sadā naḥ,"May this rite save me till my hundredth autumn. Preserve us evermore, ye Gods, with blessings.",तन्म ऋतं पातु शतशारदाय यूयं पात स्वस्तिभिः सदा नः ,7-101-6,saḥ | retaḥ-dhāḥ | vr̥ṣabhaḥ | śaśvatīnām | tasmin | ātmā | jagataḥ | tusthuṣaḥ | ca || tat | mā | r̥tam | pātu | śata-śāradāya | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.101.6||,
7,102,1,a,7-102-1-A,parjanyāya pra gāyata divas putrāya mīḻhuṣe,"SING forth and laud Parjanya, son of Heaven, who sends the gift of rain",पर्जन्याय प्र गायत दिवस्पुत्राय मीळ्हुषे,7-102-1,parjanyāya | pra | gāyata | divaḥ | putrāya | mīḷhuṣe || saḥ | naḥ | yavasam | icchatu ||7.102.1||,
7,102,1,b,7-102-1-B,sa no yavasam icchatu,May he provide our pasturage.,स नो यवसमिच्छतु ,7-102-1,parjanyāya | pra | gāyata | divaḥ | putrāya | mīḷhuṣe || saḥ | naḥ | yavasam | icchatu ||7.102.1||,
7,102,2,a,7-102-2-A,yo garbham oṣadhīnāṁ gavāṁ kṛṇoty arvatām,"Parjanya is the God who forms in kine, in mares, in plants of earth,",यो गर्भमोषधीनां गवां कृणोत्यर्वताम्,7-102-2,yaḥ | garbham | oṣadhīnām | gavām | kr̥ṇoti | arvatām || parjanyaḥ | puruṣīṇām ||7.102.2||,
7,102,2,b,7-102-2-B,parjanyaḥ puruṣīṇām,"And womankind, the germ of life.",पर्जन्यः पुरुषीणाम् ,7-102-2,yaḥ | garbham | oṣadhīnām | gavām | kr̥ṇoti | arvatām || parjanyaḥ | puruṣīṇām ||7.102.2||,
7,102,3,a,7-102-3-A,tasmā id āsye havir juhotā madhumattamam,Offer and pour into his mouth oblation rich in savoury juice:,तस्मा इदास्ये हविर्जुहोता मधुमत्तमम्,7-102-3,tasmai | it | āsye | haviḥ | juhota | madhumat-tamam || iḷām | naḥ | sam-yatam | karat ||7.102.3||,
7,102,3,b,7-102-3-B,iḻāṁ naḥ saṁyataṁ karat,May he for ever give us food.,इळां नः संयतं करत् ,7-102-3,tasmai | it | āsye | haviḥ | juhota | madhumat-tamam || iḷām | naḥ | sam-yatam | karat ||7.102.3||,
7,103,1,a,7-103-1-A,saṁvatsaraṁ śaśayānā brāhmaṇā vratacāriṇaḥ,"THEY who lay quiet for a year, the Brahmans who fulfil their vows,",संवत्सरं शशयाना ब्राह्मणा व्रतचारिणः,7-103-1,saṁvatsaram | śaśayānāḥ | brāhmaṇāḥ | vrata-cāriṇaḥ || vācam | parjanya-jinvitām | pra | maṇḍūkāḥ | avādiṣuḥ ||7.103.1||,
7,103,1,b,7-103-1-B,vācam parjanyajinvitām pra maṇḍūkā avādiṣuḥ,"The Frogs have lifted up their voice, the voice Parjanya hath inspired.",वाचं पर्जन्यजिन्वितां प्र मण्डूका अवादिषुः ,7-103-1,saṁvatsaram | śaśayānāḥ | brāhmaṇāḥ | vrata-cāriṇaḥ || vācam | parjanya-jinvitām | pra | maṇḍūkāḥ | avādiṣuḥ ||7.103.1||,
7,103,2,a,7-103-2-A,divyā āpo abhi yad enam āyan dṛtiṁ na śuṣkaṁ sarasī śayānam,"What time on these, as on a dry skin lying in the pool's bed, the floods of heaven descended,",दिव्या आपो अभि यदेनमायन्दृतिं न शुष्कं सरसी शयानम्,7-103-2,divyāḥ | āpaḥ | abhi | yat | enam | āyan | dr̥tim | na | śuṣkam | sarasī iti | śayānam || gavām | aha | na | māyuḥ | vatsinīnām | maṇḍūkānām | vagnuḥ | atra | sam | eti ||7.103.2||,
7,103,2,b,7-103-2-B,gavām aha na māyur vatsinīnām maṇḍūkānāṁ vagnur atrā sam eti,The music of the Frogs comes forth in concert like the cows lowing with their calves beside them.,गवामह न मायुर्वत्सिनीनां मण्डूकानां वग्नुरत्रा समेति ,7-103-2,divyāḥ | āpaḥ | abhi | yat | enam | āyan | dr̥tim | na | śuṣkam | sarasī iti | śayānam || gavām | aha | na | māyuḥ | vatsinīnām | maṇḍūkānām | vagnuḥ | atra | sam | eti ||7.103.2||,
7,103,3,a,7-103-3-A,yad īm enām̐ uśato abhy avarṣīt tṛṣyāvataḥ prāvṛṣy āgatāyām,"When at the coming of the Rains the water has poured upon them as they yearned and thirsted,",यदीमेनाँ उशतो अभ्यवर्षीत्तृष्यावतः प्रावृष्यागतायाम्,7-103-3,yat | īm | enān | uśataḥ | abhi | avarṣīt | tr̥ṣyā-vataḥ | prāvr̥ṣi | ā-gatāyām || akhkhalīkr̥tya | pitaram | na | putraḥ | anyaḥ | anyam | upa | vadantam | eti ||7.103.3||,
7,103,3,b,7-103-3-B,akhkhalīkṛtyā pitaraṁ na putro anyo anyam upa vadantam eti,One seeks another as he talks and greets him with cries of pleasure as a son his father.,अख्खलीकृत्या पितरं न पुत्रो अन्यो अन्यमुप वदन्तमेति ,7-103-3,yat | īm | enān | uśataḥ | abhi | avarṣīt | tr̥ṣyā-vataḥ | prāvr̥ṣi | ā-gatāyām || akhkhalīkr̥tya | pitaram | na | putraḥ | anyaḥ | anyam | upa | vadantam | eti ||7.103.3||,
7,103,4,a,7-103-4-A,anyo anyam anu gṛbhṇāty enor apām prasarge yad amandiṣātām,"Each of these twain receives the other kindly, while they are revelling in the flow of waters,",अन्यो अन्यमनु गृभ्णात्येनोरपां प्रसर्गे यदमन्दिषाताम्,7-103-4,anyaḥ | anyam | anu | gr̥bhṇāti | enoḥ | apām | pra-sarge | yat | amandiṣātām || maṇḍūkaḥ | yat | abhi-vr̥ṣṭaḥ | kaniskan | pr̥śniḥ | sam-pr̥ṅkte | haritena | vācam ||7.103.4||,
7,103,4,b,7-103-4-B,maṇḍūko yad abhivṛṣṭaḥ kaniṣkan pṛśniḥ sampṛṅkte haritena vācam,"When the Frog moistened by the rain springs forward, and Green and Spotty both combine their voices.",मण्डूको यदभिवृष्टः कनिष्कन्पृश्निः सम्पृङ्क्ते हरितेन वाचम् ,7-103-4,anyaḥ | anyam | anu | gr̥bhṇāti | enoḥ | apām | pra-sarge | yat | amandiṣātām || maṇḍūkaḥ | yat | abhi-vr̥ṣṭaḥ | kaniskan | pr̥śniḥ | sam-pr̥ṅkte | haritena | vācam ||7.103.4||,
7,103,5,a,7-103-5-A,yad eṣām anyo anyasya vācaṁ śāktasyeva vadati śikṣamāṇaḥ,"When one of these repeats the other's language, as he who learns the lesson of the teacher,",यदेषामन्यो अन्यस्य वाचं शाक्तस्येव वदति शिक्षमाणः,7-103-5,yat | eṣām | anyaḥ | anyasya | vācam | śāktasya-iva | vadati | śikṣamāṇaḥ || sarvam | tat | eṣām | samr̥dhā-iva | parva | yat | su-vācaḥ | vadathana | adhi | ap-su ||7.103.5||,
7,103,5,b,7-103-5-B,sarvaṁ tad eṣāṁ samṛdheva parva yat suvāco vadathanādhy apsu,Your every limb seems to be growing larger as ye converse with eloquence on the waters.,सर्वं तदेषां समृधेव पर्व यत्सुवाचो वदथनाध्यप्सु ,7-103-5,yat | eṣām | anyaḥ | anyasya | vācam | śāktasya-iva | vadati | śikṣamāṇaḥ || sarvam | tat | eṣām | samr̥dhā-iva | parva | yat | su-vācaḥ | vadathana | adhi | ap-su ||7.103.5||,
7,103,6,a,7-103-6-A,gomāyur eko ajamāyur ekaḥ pṛśnir eko harita eka eṣām,"Onc is Cow-bellow and Goat-bleat the other, one Frog is Green and one of them is Spotty.",गोमायुरेको अजमायुरेकः पृश्निरेको हरित एक एषाम्,7-103-6,go-māyuḥ | ekaḥ | aja-māyuḥ | ekaḥ | pr̥śniḥ | ekaḥ | haritaḥ | ekaḥ | eṣām || samānam | nāma | bibhrataḥ | vi-rūpāḥ | puru-trā | vācam | pipiśuḥ | vadantaḥ ||7.103.6||,
7,103,6,b,7-103-6-B,samānaṁ nāma bibhrato virūpāḥ purutrā vācam pipiśur vadantaḥ,"They bear one common name, and yet they vary, and, talking, modulate the voice diversely.",समानं नाम बिभ्रतो विरूपाः पुरुत्रा वाचं पिपिशुर्वदन्तः ,7-103-6,go-māyuḥ | ekaḥ | aja-māyuḥ | ekaḥ | pr̥śniḥ | ekaḥ | haritaḥ | ekaḥ | eṣām || samānam | nāma | bibhrataḥ | vi-rūpāḥ | puru-trā | vācam | pipiśuḥ | vadantaḥ ||7.103.6||,
7,103,7,a,7-103-7-A,brāhmaṇāso atirātre na some saro na pūrṇam abhito vadantaḥ,"As Brahmans, sitting round the brimful vessel, talk at the Soma-rite of Atiratra,",ब्राह्मणासो अतिरात्रे न सोमे सरो न पूर्णमभितो वदन्तः,7-103-7,brāhmaṇāsaḥ | ati-rātre | na | some | saraḥ | na | pūrṇam | abhitaḥ | vadantaḥ || saṁvatsarasya | tat | ahariti | pari | stha | yat | maṇḍūkāḥ | prāvr̥ṣīṇam | babhūva ||7.103.7||,
7,103,7,b,7-103-7-B,saṁvatsarasya tad ahaḥ pari ṣṭha yan maṇḍūkāḥ prāvṛṣīṇam babhūva,"So, Frogs, ye gather round the pool to honour this day of all the year, the first of Rain-time.",संवत्सरस्य तदहः परि ष्ठ यन्मण्डूकाः प्रावृषीणं बभूव ,7-103-7,brāhmaṇāsaḥ | ati-rātre | na | some | saraḥ | na | pūrṇam | abhitaḥ | vadantaḥ || saṁvatsarasya | tat | ahariti | pari | stha | yat | maṇḍūkāḥ | prāvr̥ṣīṇam | babhūva ||7.103.7||,
7,103,8,a,7-103-8-A,brāhmaṇāsaḥ somino vācam akrata brahma kṛṇvantaḥ parivatsarīṇam,"These Brahmans with the Soma juice, performing their year-long rite, have lifted up their voices;",ब्राह्मणासः सोमिनो वाचमक्रत ब्रह्म कृण्वन्तः परिवत्सरीणम्,7-103-8,brāhmaṇāsaḥ | sominaḥ | vācam | akrata | brahma | kr̥ṇvantaḥ | parivatsarīṇam || adhvaryavaḥ | gharmiṇaḥ | sisvidānāḥ | āviḥ | bhavanti | guhyāḥ | na | ke | cit ||7.103.8||,
7,103,8,b,7-103-8-B,adhvaryavo gharmiṇaḥ siṣvidānā āvir bhavanti guhyā na ke cit,"And these Adhvaryus, sweating with their kettles, come forth and show themselves, and none are hidden.",अध्वर्यवो घर्मिणः सिष्विदाना आविर्भवन्ति गुह्या न के चित् ,7-103-8,brāhmaṇāsaḥ | sominaḥ | vācam | akrata | brahma | kr̥ṇvantaḥ | parivatsarīṇam || adhvaryavaḥ | gharmiṇaḥ | sisvidānāḥ | āviḥ | bhavanti | guhyāḥ | na | ke | cit ||7.103.8||,
7,103,9,a,7-103-9-A,devahitiṁ jugupur dvādaśasya ṛtuṁ naro na pra minanty ete,"They keep the twelve month's God-appointed order, and never do the men neglect the season.",देवहितिं जुगुपुर्द्वादशस्य ऋतुं नरो न प्र मिनन्त्येते,7-103-9,deva-hitim | jugupuḥ | dvādaśasya | r̥tum | naraḥ | na | pra | minanti | ete || saṁvatsare | prāvr̥ṣi | ā-gatāyām | taptāḥ | gharmāḥ | aśnuvate | vi-sargam ||7.103.9||,
7,103,9,b,7-103-9-B,saṁvatsare prāvṛṣy āgatāyāṁ taptā gharmā aśnuvate visargam,"Soon as the Rain-time in the year returneth, these who were heated kettles gain their freedom.",संवत्सरे प्रावृष्यागतायां तप्ता घर्मा अश्नुवते विसर्गम् ,7-103-9,deva-hitim | jugupuḥ | dvādaśasya | r̥tum | naraḥ | na | pra | minanti | ete || saṁvatsare | prāvr̥ṣi | ā-gatāyām | taptāḥ | gharmāḥ | aśnuvate | vi-sargam ||7.103.9||,
7,103,10,a,7-103-10-A,gomāyur adād ajamāyur adāt pṛśnir adād dharito no vasūni,"Cow-bellow and Goat-bleat have granted riches, and Green and Spotty have vouchsafed us treasure.",गोमायुरदादजमायुरदात्पृश्निरदाद्धरितो नो वसूनि,7-103-10,go-māyuḥ | adāt | aja-māyuḥ | adāt | pr̥śniḥ | adāt | haritaḥ | naḥ | vasūni || gavām | maṇḍūkāḥ | dadataḥ | śatāni | sahasra-sāve | pra | tirante | āyuḥ ||7.103.10||,
7,103,10,b,7-103-10-B,gavām maṇḍūkā dadataḥ śatāni sahasrasāve pra tiranta āyuḥ,The Frogs who give us cows in hundreds lengthen our lives in this most fertilizing season.,गवां मण्डूका ददतः शतानि सहस्रसावे प्र तिरन्त आयुः ,7-103-10,go-māyuḥ | adāt | aja-māyuḥ | adāt | pr̥śniḥ | adāt | haritaḥ | naḥ | vasūni || gavām | maṇḍūkāḥ | dadataḥ | śatāni | sahasra-sāve | pra | tirante | āyuḥ ||7.103.10||,
7,104,1,a,7-104-1-A,indrāsomā tapataṁ rakṣa ubjataṁ ny arpayataṁ vṛṣaṇā tamovṛdhaḥ,"INDRA and Soma, burn, destroy the demon foe, send downward, O ye Bulls, those who add gloom to gloom.",इन्द्रासोमा तपतं रक्ष उब्जतं न्यर्पयतं वृषणा तमोवृधः,7-104-1,indrāsomā | tapatam | rakṣaḥ | ubjatam | ni | arpayatam | vr̥ṣaṇā | tamaḥ-vr̥dhaḥ || parā | śr̥ṇītam | acitaḥ | ni | oṣatam | hatam | nudethām | ni | śiśītam | atriṇaḥ ||7.104.1||,
7,104,1,b,7-104-1-B,parā śṛṇītam acito ny oṣataṁ hataṁ nudethāṁ ni śiśītam atriṇaḥ,"Annihilate the fools, slay them and burn them up: chase them away from us, pierce the voracious ones.",परा शृणीतमचितो न्योषतं हतं नुदेथां नि शिशीतमत्रिणः ,7-104-1,indrāsomā | tapatam | rakṣaḥ | ubjatam | ni | arpayatam | vr̥ṣaṇā | tamaḥ-vr̥dhaḥ || parā | śr̥ṇītam | acitaḥ | ni | oṣatam | hatam | nudethām | ni | śiśītam | atriṇaḥ ||7.104.1||,
7,104,2,a,7-104-2-A,indrāsomā sam aghaśaṁsam abhy aghaṁ tapur yayastu carur agnivām̐ iva,"Indra and Soma, let sin round the wicked boil like as a caldron set amid the flames of fire.",इन्द्रासोमा समघशंसमभ्यघं तपुर्ययस्तु चरुरग्निवाँ इव,7-104-2,indrāsomā | sam | agha-śaṁsam | abhi | agham | tapuḥ | yayastu | caruḥ | agnivān-iva || brahma-dviṣe | kravya-ade | ghora-cakṣase | dveṣaḥ | dhattam | anavāyam | kimīdine ||7.104.2||,
7,104,2,b,7-104-2-B,brahmadviṣe kravyāde ghoracakṣase dveṣo dhattam anavāyaṁ kimīdine,"Against the foe of prayer, devourer of raw flesh, the vile fiend fierce of eye, keep ye perpetual hate.",ब्रह्मद्विषे क्रव्यादे घोरचक्षसे द्वेषो धत्तमनवायं किमीदिने ,7-104-2,indrāsomā | sam | agha-śaṁsam | abhi | agham | tapuḥ | yayastu | caruḥ | agnivān-iva || brahma-dviṣe | kravya-ade | ghora-cakṣase | dveṣaḥ | dhattam | anavāyam | kimīdine ||7.104.2||,
